BaseName,Tag,Original_Value,Converted_Value,Change_Status
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileID","","0","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:Characters","2477","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:CreateDate","2010:11:17 08:00:00","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:Lines","20","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:ModifyDate","2010:11:17 12:02:55","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:Pages","1","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:Paragraphs","5","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:RevisionNumber","16","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:TotalEditTime","1.0 hours","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","MS-DOC:Words","458","","Removed from original"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Author","","Marcelo","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:CreateDate","","2026:02:05 12:00:02-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Language","","PT-BR","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Linearized","","Yes","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:ModifyDate","","2026:02:05 12:00:11-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:PDFVersion","","1.6","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:PageCount","","1","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:PageLayout","","OneColumn","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Subject","","","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:TaggedPDF","","Yes","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","PDF:Title","","                O Jabuti ââ um prâÂ¬mio para as conveniâÂ¬ncias do mercado, para os clientes, fornecedores e amigos","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FileAccessDate","2026:02:05 12:33:33-05:00","2026:02:05 12:31:54-05:00","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:00:10-05:00","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FileModifyDate","2010:11:17 09:02:56-05:00","2026:02:05 12:00:11-05:00","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FileName","Câ¤pia (4) de O Jabuti Î um prÎ©mio para as conveniÎ©ncias do mercado.doc","Câ¤pia (4) de O Jabuti Î um prÎ©mio para as conveniÎ©ncias do mercado.pdf","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","System:FileSize","23 kB","95 kB","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-dc:Creator","","Marcelo","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-dc:Description","","","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-dc:Format","","application/pdf","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-dc:Title","","                O Jabuti ââ um prâÂ¬mio para as conveniâÂ¬ncias do mercado, para os clientes, fornecedores e amigos","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdf:Keywords","","","Modified"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaid:Conformance","","U","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-pdfaid:Part","","2","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmp:CreateDate","","2026:02:05 12:00:02-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmp:MetadataDate","","2026:02:05 12:00:11-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmp:ModifyDate","","2026:02:05 12:00:11-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:DocumentID","","uuid:12d7f401-ac8a-4c82-b012-f90121f360a2","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:HistoryInstanceID","","uuid:0f35d76e-3b75-4135-8e63-dbe2b07f1942","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:HistoryWhen","","2026:02:05 12:00:11-05:00","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:InstanceID","","uuid:fe785db8-30a8-43f9-af90-18cf4957363b","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","XMP-xmpMM:VersionID","","1","Added in converted"
"Cópia (4) de O Jabuti é um prêmio para as conveniências do mercado","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Câ¤pia (4) de O Jabuti Î um prÎ©mio para as conveniÎ©ncias do mercado.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Câ¤pia (4) de O Jabuti Î um prÎ©mio para as conveniÎ©ncias do mercado.pdf","Modified"
"Entrevista Ugo Giorgetti 3","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Entrevista Ugo Giorgetti 3","File:FileType","DOC","PDF","Modified"
"Entrevista Ugo Giorgetti 3","File:FileTypeExtension","doc","pdf","Modified"
"Entrevista Ugo Giorgetti 3","File:MIMEType","application/msword","application/pdf","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:AppVersion","11.5606","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Author","marcelo mirisola","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:CharCountWithSpaces","13077","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Characters","11056","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:CodePage","Windows Latin 1 (Western European)","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Comments","","","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:CompObjUserType","Documento do Microsoft Office Word","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:CompObjUserTypeLen","35","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Company","","","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:CreateDate","2008:03:15 09:48:00","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:DocFlags","1Table, ExtChar","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:HeadingPairs","TâÂ¡tulo, 1","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:HyperlinksChanged","No","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Identification","Word 8.0","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Keywords","","","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:LanguageCode","Portuguese (Brazilian)","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:LastModifiedBy","Marcelo","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Lines","92","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:LinksUpToDate","No","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:ModifyDate","2010:11:16 16:07:00","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Pages","1","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Paragraphs","26","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:RevisionNumber","20","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:ScaleCrop","No","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Security","","","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:SharedDoc","No","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Software","Microsoft Office Word","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Subject","","","Modified"
"Entrevista Ugo Giorgetti 3","FlashPix:System","Windows","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Template","Normal","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Title","Entrevista Ugo Giorgetti","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:TitleOfParts","Entrevista Ugo Giorgetti","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:TotalEditTime","1.4 hours","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Word97","No","","Removed from original"
"Entrevista Ugo Giorgetti 3","FlashPix:Words","2047","","Removed from original"
"Entrevista Ugo Giorgetti 3","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:DeviceManufacturer","","none","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:DeviceModel","","","Modified"
"Entrevista Ugo Giorgetti 3","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileID","","0","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Entrevista Ugo Giorgetti 3","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Entrevista Ugo Giorgetti 3","MS-DOC:Characters","11056","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:CreateDate","2008:03:15 07:48:00","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:Lines","92","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:ModifyDate","2010:11:16 16:07:32","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:Pages","1","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:Paragraphs","26","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:RevisionNumber","20","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:TotalEditTime","1.4 hours","","Removed from original"
"Entrevista Ugo Giorgetti 3","MS-DOC:Words","2047","","Removed from original"
"Entrevista Ugo Giorgetti 3","PDF:Author","","marcelo mirisola","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:CreateDate","","2026:02:05 12:00:15-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:Linearized","","Yes","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:ModifyDate","","2026:02:05 12:00:26-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:PDFVersion","","1.6","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:PageCount","","5","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:PageLayout","","OneColumn","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:Subject","","","Modified"
"Entrevista Ugo Giorgetti 3","PDF:TaggedPDF","","Yes","Added in converted"
"Entrevista Ugo Giorgetti 3","PDF:Title","","Entrevista Ugo Giorgetti","Added in converted"
"Entrevista Ugo Giorgetti 3","System:Directory","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC","Unchanged"
"Entrevista Ugo Giorgetti 3","System:FileAccessDate","2026:02:05 12:33:33-05:00","2026:02:05 12:31:56-05:00","Modified"
"Entrevista Ugo Giorgetti 3","System:FileCreateDate","2026:02:05 11:57:56-05:00","2026:02:05 12:00:24-05:00","Modified"
"Entrevista Ugo Giorgetti 3","System:FileModifyDate","2010:11:16 13:07:34-05:00","2026:02:05 12:00:26-05:00","Modified"
"Entrevista Ugo Giorgetti 3","System:FileName","Entrevista Ugo Giorgetti 3.doc","Entrevista Ugo Giorgetti 3.pdf","Modified"
"Entrevista Ugo Giorgetti 3","System:FilePermissions","-rw-rw-rw-","-rw-rw-rw-","Unchanged"
"Entrevista Ugo Giorgetti 3","System:FileSize","39 kB","245 kB","Modified"
"Entrevista Ugo Giorgetti 3","XMP-dc:Creator","","marcelo mirisola","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-dc:Description","","","Modified"
"Entrevista Ugo Giorgetti 3","XMP-dc:Format","","application/pdf","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-dc:Title","","Entrevista Ugo Giorgetti","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdf:Keywords","","","Modified"
"Entrevista Ugo Giorgetti 3","XMP-pdf:Producer","","Adobe PDF Library 25.1.159","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasNamespaceURI","","http://ns.adobe.com/xap/1.0/mm/","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasPrefix","","xmpMM","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasPropertyCategory","","internal","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasPropertyDescription","","UUID based identifier for specific incarnation of a document","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasPropertyName","","InstanceID","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasPropertyValueType","","URI","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaExtension:SchemasSchema","","XMP Media Management Schema","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaid:Conformance","","U","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-pdfaid:Part","","2","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-x:XMPToolkit","","Adobe XMP Core 9.1-c001 79.675d0f7, 2023/06/11-19:21:16        ","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmp:CreateDate","","2026:02:05 12:00:15-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmp:CreatorTool","","Acrobat PDFMaker 25 for Word","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmp:MetadataDate","","2026:02:05 12:00:26-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmp:ModifyDate","","2026:02:05 12:00:26-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:DocumentID","","uuid:cfdea43d-bf7f-4a52-b2da-c0aab71c2652","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:HistoryAction","","converted","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:HistoryInstanceID","","uuid:6a18baa7-8e34-428e-bfff-546c4b8e3959","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:HistoryParameters","","converted to PDF/A-2u","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:HistorySoftwareAgent","","Preflight","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:HistoryWhen","","2026:02:05 12:00:26-05:00","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:InstanceID","","uuid:94c32e0d-4fca-4e5f-a884-8b4439439169","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:RenditionClass","","default","Added in converted"
"Entrevista Ugo Giorgetti 3","XMP-xmpMM:VersionID","","1","Added in converted"
"Entrevista Ugo Giorgetti 3","ï»¿SourceFile","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Entrevista Ugo Giorgetti 3.doc","C:/Users/lstuch1/Desktop/Flash Drive #1 Action w DOC/Entrevista Ugo Giorgetti 3.pdf","Modified"
"Laerte","ExifTool:ExifToolVersion","13.4","13.4","Unchanged"
"Laerte","File:FileType","DOC","PDF","Modified"
"Laerte","File:FileTypeExtension","doc","pdf","Modified"
"Laerte","File:MIMEType","application/msword","application/pdf","Modified"
"Laerte","FlashPix:AppVersion","11.5606","","Removed from original"
"Laerte","FlashPix:Author","Marcelo","","Removed from original"
"Laerte","FlashPix:CharCountWithSpaces","9634","","Removed from original"
"Laerte","FlashPix:Characters","8145","","Removed from original"
"Laerte","FlashPix:CodePage","Windows Latin 1 (Western European)","","Removed from original"
"Laerte","FlashPix:Comments","","","Modified"
"Laerte","FlashPix:CompObjUserType","Documento do Microsoft Office Word","","Removed from original"
"Laerte","FlashPix:CompObjUserTypeLen","35","","Removed from original"
"Laerte","FlashPix:Company","Brasil Virtual","","Removed from original"
"Laerte","FlashPix:CreateDate","2010:11:07 18:24:00","","Removed from original"
"Laerte","FlashPix:DocFlags","1Table, ExtChar","","Removed from original"
"Laerte","FlashPix:HeadingPairs","TâÂ¡tulo, 1","","Removed from original"
"Laerte","FlashPix:HyperlinksChanged","No","","Removed from original"
"Laerte","FlashPix:Identification","Word 8.0","","Removed from original"
"Laerte","FlashPix:Keywords","","","Modified"
"Laerte","FlashPix:LanguageCode","Portuguese (Brazilian)","","Removed from original"
"Laerte","FlashPix:LastModifiedBy","Marcelo","","Removed from original"
"Laerte","FlashPix:Lines","67","","Removed from original"
"Laerte","FlashPix:LinksUpToDate","No","","Removed from original"
"Laerte","FlashPix:ModifyDate","2010:11:11 10:43:00","","Removed from original"
"Laerte","FlashPix:Pages","1","","Removed from original"
"Laerte","FlashPix:Paragraphs","19","","Removed from original"
"Laerte","FlashPix:RevisionNumber","34","","Removed from original"
"Laerte","FlashPix:ScaleCrop","No","","Removed from original"
"Laerte","FlashPix:Security","","","Modified"
"Laerte","FlashPix:SharedDoc","No","","Removed from original"
"Laerte","FlashPix:Software","Microsoft Office Word","","Removed from original"
"Laerte","FlashPix:Subject","","","Modified"
"Laerte","FlashPix:System","Windows","","Removed from original"
"Laerte","FlashPix:Template","Normal","","Removed from original"
"Laerte","FlashPix:Title","Laerte","","Removed from original"
"Laerte","FlashPix:TitleOfParts","Laerte","","Removed from original"
"Laerte","FlashPix:TotalEditTime","9.3 hours","","Removed from original"
"Laerte","FlashPix:Word97","No","","Removed from original"
"Laerte","FlashPix:Words","1508","","Removed from original"
"Laerte","ICC-header:CMMFlags","","Not Embedded, Independent","Added in converted"
"Laerte","ICC-header:ColorSpaceData","","GRAY","Added in converted"
"Laerte","ICC-header:ConnectionSpaceIlluminant","","0.9642 1 0.82491","Added in converted"
"Laerte","ICC-header:DeviceAttributes","","Reflective, Glossy, Positive, Color","Added in converted"
"Laerte","ICC-header:DeviceManufacturer","","none","Added in converted"
"Laerte","ICC-header:DeviceModel","","","Modified"
"Laerte","ICC-header:PrimaryPlatform","","Apple Computer Inc.","Added in converted"
"Laerte","ICC-header:ProfileCMMType","","Adobe Systems Inc.","Added in converted"
"Laerte","ICC-header:ProfileClass","","Output Device Profile","Added in converted"
"Laerte","ICC-header:ProfileConnectionSpace","","XYZ ","Added in converted"
"Laerte","ICC-header:ProfileCreator","","Adobe Systems Inc.","Added in converted"
"Laerte","ICC-header:ProfileDateTime","","1999:06:03 00:00:00","Added in converted"
"Laerte","ICC-header:ProfileFileSignature","","acsp","Added in converted"
"Laerte","ICC-header:ProfileID","","0","Added in converted"
"Laerte","ICC-header:ProfileVersion","","2.1.0","Added in converted"
"Laerte","ICC-header:RenderingIntent","","Perceptual","Added in converted"
"Laerte","ICC_Profile:GrayTRC","","(Binary data 524 bytes, use -b option to extract)","Added in converted"
"Laerte","ICC_Profile:MediaBlackPoint","","0 0 0","Added in converted"
"Laerte","ICC_Profile:MediaWhitePoint","","0.9642 1 0.82491","Added in converted"
"Laerte","ICC_Profile:ProfileCopyright","","Copyright 1999 Adobe Systems Incorporated","Added in converted"
"Laerte","ICC_Profile:ProfileDescription","","Dot Gain 20%","Added in converted"
"Laerte","MS-DOC:Characters","8145","","Removed from original"
"Laerte","MS-DOC:CreateDate","2010:11:07 16:24:00","","Removed from original"
"Laerte","MS-DOC:LastPrinted","0000:00:00 00:00:00","","Removed from original"
"Laerte","MS-DOC:Lines","67","","Removed from original"
"Laerte","MS-DOC:ModifyDate","2010:11:11 10:43:16","","Removed from original"
"Laerte","MS-DOC:Pages","1","","Removed from original"
"Laerte","MS-DOC:Paragraphs","19","","Removed from original"
"Laerte","MS-DOC:RevisionNumber","34","","Removed from original"
"Laerte","MS-DOC:TotalEditTime","9.3 hours","","Removed from original"
"Laerte","MS-DOC:Words","1508","","Removed from original"
"Laerte","PDF:Author","","Marcelo","Added in converted"
"Laerte","PDF:CreateDate","","2026:02:05 12:00:30-05:00","Added in converted"
"Laerte","PDF:Creator","","Acrobat PDFMaker 25 for Word","Added in converted"
"Laerte","PDF:Language","","PT-BR","Added in converted"
"Laerte","PDF:Linearized","","Yes","Added in converted"
"Laerte","PDF:ModifyDate","","2026:02:05 12:00:40-05:00","Added in converted"
"Laerte","PDF:PDFVersion","","1.6","Added in converted"
"Laerte","PDF:PageCount","","3","Added in converted"
"Laerte","PDF:PageLayout","","OneColumn","Added in converted"
